Customer_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Date,Transaction_Type,Transaction_Amount,Loan_Status
CUST1090,Jeff Hawkins,54,Male,Loan,83455.07,26-01-2024,Credit,13528.37,Active
CUST1083,Rachel Ayala,20,Male,Savings,85120.62,11-07-2024,Debit,10773.99,
CUST1031,Gary Hill,50,Female,Loan,19800.82,03-05-2024,Credit,9744.13,Active
CUST1064,Evan Peterson,53,Male,Fixed Deposit,14781.45,07-09-2025,Credit,570.27,
CUST1083,Rachel Ayala,20,Male,Fixed Deposit,65939.62,03-04-2025,Credit,8652.59,
CUST1051,Wendy Lowery,36,Female,Current,99252.65,30-06-2024,Credit,1092.78,
CUST1022,Karla Tucker,35,Male,Fixed Deposit,92999.3,25-06-2024,Debit,14543.1,
CUST1026,Joseph Lopez,48,Male,Savings,36337.89,03-07-2024,Debit,11625.1,
CUST1093,Michael Miller,55,Female,Fixed Deposit,47860.89,02-09-2024,Credit,4955.85,
CUST1007,Anthony Ware,63,Female,Savings,45480.28,30-10-2024,Debit,8815.16,
CUST1043,Daniel Spencer,20,Male,Loan,55468.48,05-07-2025,Credit,4622.76,Active
CUST1064,Evan Peterson,53,Male,Fixed Deposit,35286.42,07-08-2024,Debit,9036.22,
CUST1011,Charles Bates,45,Male,Savings,14276.58,23-06-2024,Debit,1398.03,
CUST1039,Walter Thomas,49,Male,Fixed Deposit,26308.59,12-07-2025,Credit,9317.81,
CUST1052,Shannon Olson,28,Female,Loan,37359.53,20-06-2024,Credit,12988.11,Default
CUST1087,Willie Elliott,51,Female,Savings,41694.62,11-10-2024,Debit,6196.92,
CUST1009,Lauren Jackson,37,Male,Loan,3876.88,30-11-2023,Credit,6988.94,Default
CUST1093,Michael Miller,55,Female,Savings,63293.12,13-08-2024,Debit,2790.17,
CUST1062,Tanya Pena,69,Female,Fixed Deposit,1498.2,28-07-2025,Debit,16709.56,
CUST1091,Elizabeth Mitchell,25,Male,Savings,80093.4,26-01-2025,Debit,5172,
CUST1087,Willie Elliott,51,Female,Loan,17935.82,09-10-2023,Credit,9783.13,Active
CUST1093,Michael Miller,55,Female,Fixed Deposit,39907.82,03-09-2024,Credit,14913.65,
CUST1031,Gary Hill,50,Female,Savings,97841.05,22-10-2024,Credit,13380.15,
CUST1009,Lauren Jackson,37,Male,Savings,82099.18,26-11-2023,Debit,6765.84,
CUST1052,Shannon Olson,28,Female,Loan,86661.53,23-02-2025,Debit,12739.47,Active
CUST1015,Bonnie Chavez,48,Female,Loan,90393.36,24-09-2023,Credit,19739,Default
CUST1011,Charles Bates,45,Male,Loan,65847.43,10-03-2024,Credit,16974.42,Default
CUST1039,Walter Thomas,49,Male,Loan,24104.61,16-10-2023,Credit,15494.84,Active
CUST1015,Bonnie Chavez,48,Female,Current,63627.21,01-12-2023,Credit,11831.67,
CUST1017,Robert Jones,54,Female,Current,24620.86,30-05-2025,Credit,7256.29,
CUST1020,Jennifer Shaw,46,Male,Current,23845.82,02-11-2024,Debit,14823.37,
CUST1100,Matthew Howe,19,Male,Savings,59796.11,20-12-2023,Credit,6324.9,
CUST1067,Kelly Murphy,41,Female,Fixed Deposit,58692.24,28-06-2024,Debit,941.47,
CUST1062,Tanya Pena,69,Female,Current,66669.58,14-01-2025,Debit,5576.2,
CUST1011,Charles Bates,45,Male,Current,86816.17,01-12-2024,Debit,19424.23,
CUST1089,Victoria Harris,52,Female,Current,17884.89,23-05-2025,Debit,1794.85,
CUST1042,Dr. Victoria Maddox,56,Male,Loan,87434.37,27-12-2023,Credit,6961.58,Active
CUST1066,Steven Vasquez,62,Male,Loan,44399.72,20-04-2024,Debit,18390.61,Default
CUST1053,Tammy Noble,55,Female,Savings,46872.04,06-09-2024,Credit,7835.91,
CUST1052,Shannon Olson,28,Female,Loan,91867.06,03-12-2024,Debit,12481.7,Active
CUST1062,Tanya Pena,69,Female,Current,20317.82,02-05-2025,Credit,19768.68,
CUST1012,Shannon Garcia,46,Female,Fixed Deposit,91257.15,04-09-2024,Debit,9545.22,
CUST1023,Sean Edwards,56,Male,Loan,98263.19,16-07-2024,Credit,1997.14,Active
CUST1063,Jonathan Clayton,66,Female,Savings,65351.25,16-01-2024,Debit,4943.41,
CUST1027,Calvin Simmons,50,Male,Current,14518.76,26-02-2024,Credit,2391.71,
CUST1034,Wayne Roth,45,Female,Loan,70318.64,13-04-2025,Debit,9060.24,Closed
CUST1015,Bonnie Chavez,48,Female,Current,94526.11,27-10-2023,Credit,15538.42,
CUST1024,Barbara Brewer,52,Male,Loan,13147.57,07-01-2024,Debit,1959.46,Closed
CUST1046,Lisa Daniels,55,Male,Current,56425.44,09-09-2025,Debit,1623.48,
CUST1020,Jennifer Shaw,46,Male,Loan,8016.06,01-07-2025,Debit,4090.8,Closed
CUST1093,Michael Miller,55,Female,Current,7666.88,02-06-2025,Credit,1871.03,
CUST1092,Suzanne Mcconnell,24,Male,Savings,19379.21,09-08-2024,Debit,8513.52,
CUST1099,Madison Ramos,54,Female,Current,41878.94,21-07-2024,Credit,11943.97,
CUST1027,Calvin Simmons,50,Male,Loan,13504.99,29-04-2024,Debit,10230.72,Closed
CUST1090,Jeff Hawkins,54,Male,Fixed Deposit,78961.11,09-04-2024,Credit,8594.85,
CUST1027,Calvin Simmons,50,Male,Savings,57058.89,24-09-2023,Debit,13724.33,
CUST1029,Jessica Carey,68,Male,Loan,16904.23,14-08-2024,Credit,7195.99,Closed
CUST1045,Ronald Jones,64,Female,Fixed Deposit,14518.15,21-10-2023,Credit,15194.06,
CUST1075,Taylor Ortiz,21,Female,Savings,23314.53,22-04-2025,Credit,5471.26,
CUST1067,Kelly Murphy,41,Female,Loan,79853.37,29-03-2025,Credit,1875.83,Closed
CUST1100,Matthew Howe,19,Male,Loan,53591.16,20-04-2025,Credit,10720.38,Closed
CUST1092,Suzanne Mcconnell,24,Male,Fixed Deposit,85374.89,12-06-2025,Credit,2426.99,
CUST1021,Gregory Copeland,50,Male,Current,61520.02,01-01-2025,Debit,13401.77,
CUST1053,Tammy Noble,55,Female,Current,64242.87,07-11-2024,Debit,7393.5,
CUST1052,Shannon Olson,28,Female,Savings,58172.39,18-05-2025,Credit,18717,
CUST1093,Michael Miller,55,Female,Savings,43977.19,25-04-2024,Debit,1705.79,
CUST1087,Willie Elliott,51,Female,Savings,81059.2,03-02-2024,Debit,17202.38,
CUST1027,Calvin Simmons,50,Male,Fixed Deposit,39625.39,26-04-2024,Debit,1099.43,
CUST1075,Taylor Ortiz,21,Female,Loan,93665.85,14-05-2025,Credit,5433.24,Active
CUST1010,Amanda Beck,66,Female,Current,3753.85,19-02-2024,Credit,16706.24,
CUST1049,Timothy Booth,38,Male,Loan,87718.08,26-12-2023,Debit,15711.93,Default
CUST1065,Patricia Baker,49,Male,Savings,32321.25,04-05-2025,Debit,15390.37,
CUST1007,Anthony Ware,63,Female,Fixed Deposit,95439.82,18-01-2024,Credit,15274.29,
CUST1022,Karla Tucker,35,Male,Current,84451.09,09-04-2025,Credit,13398.31,
CUST1027,Calvin Simmons,50,Male,Loan,92056.93,09-12-2024,Credit,10636.76,Default
CUST1044,Sylvia Mcpherson,36,Female,Loan,12315.64,18-10-2023,Debit,9537.74,Active
CUST1063,Jonathan Clayton,66,Female,Current,93410.92,13-03-2024,Debit,14332.94,
CUST1057,Robert Harper,31,Male,Current,77505.11,08-11-2023,Debit,12247.4,
CUST1022,Karla Tucker,35,Male,Fixed Deposit,80341.9,05-08-2025,Debit,2705.2,
CUST1065,Patricia Baker,49,Male,Loan,56729.05,25-12-2024,Credit,5131.69,Active
CUST1037,Molly Austin,40,Female,Loan,73301.79,18-02-2024,Debit,16657.61,Closed
CUST1069,Robert Vasquez,42,Male,Current,38185.88,02-07-2024,Credit,9229.26,
CUST1099,Madison Ramos,54,Female,Current,32336.5,02-02-2025,Credit,11765.14,
CUST1020,Jennifer Shaw,46,Male,Loan,59286.27,14-02-2024,Credit,2228.94,Default
CUST1056,Duane Carroll,58,Male,Loan,17098.11,07-04-2025,Debit,11277.7,Closed
CUST1059,Michael Thomas MD,51,Male,Savings,79010,21-01-2024,Credit,4301.69,
CUST1097,Daniel Sparks,49,Female,Current,94044.11,26-03-2024,Credit,1379.79,
CUST1062,Tanya Pena,69,Female,Loan,89695.43,11-05-2025,Debit,14141.6,Active
CUST1097,Daniel Sparks,49,Female,Savings,1401.91,19-01-2025,Debit,5603.77,
CUST1046,Lisa Daniels,55,Male,Fixed Deposit,60639.35,30-06-2024,Credit,3279.22,
CUST1100,Matthew Howe,19,Male,Loan,75002.56,26-04-2025,Debit,13041.46,Active
CUST1045,Ronald Jones,64,Female,Current,31501.01,07-08-2024,Credit,10255.81,
CUST1022,Karla Tucker,35,Male,Loan,1090.22,08-10-2023,Debit,19041.34,Closed
CUST1077,William Sosa PhD,44,Female,Current,33490.06,18-10-2023,Credit,1759.28,
CUST1025,Dwayne Decker,35,Female,Loan,61513.65,01-09-2024,Credit,5897.58,Active
CUST1013,Jose Carrillo,59,Male,Current,97590.68,25-10-2024,Debit,10262.43,
CUST1034,Wayne Roth,45,Female,Current,39561.77,07-03-2025,Credit,5482.71,
CUST1081,Christopher Moore,48,Male,Savings,78851.86,17-08-2025,Credit,14259.23,
